support,itemsets
0.023264046932685988,frozenset({'22193'})
0.018864107621504072,frozenset({'22195'})
0.023870935113538664,frozenset({'22196'})
0.07039902897891064,frozenset({'22197'})
0.01051939513477975,frozenset({'22207'})
0.014160724219895818,frozenset({'22208'})
0.02017903201335154,frozenset({'22212'})
0.02751226419865473,frozenset({'22219'})
0.01122743134577454,frozenset({'22222'})
0.014615890355535326,frozenset({'22227'})
0.012087189601982502,frozenset({'22241'})
0.015222778536388005,frozenset({'22271'})
0.0167399989885197,frozenset({'22273'})
0.013503262023972083,frozenset({'22274'})
0.015121630506245891,frozenset({'22294'})
0.012643503767764123,frozenset({'22295'})
0.016082536792595963,frozenset({'22296'})
0.019116977696859355,frozenset({'22297'})
0.012744651797906235,frozenset({'22301'})
0.010721691195063976,frozenset({'22302'})
0.013199817933545745,frozenset({'22303'})
0.03702017903201335,frozenset({'22326'})
0.014514742325393213,frozenset({'22327'})
0.029383502756283823,frozenset({'22328'})
0.012036615586911445,frozenset({'22329'})
0.01603196277752491,frozenset({'22333'})
0.01137915339098771,frozenset({'22335'})
0.018105497395438225,frozenset({'22348'})
0.024376675264249227,frozenset({'22352'})
0.04460628129267182,frozenset({'22355'})
0.03752591918272392,frozenset({'22356'})
0.012896373843119405,frozenset({'22358'})
0.010822839225206089,frozenset({'22360'})
0.01355383603904314,frozenset({'22361'})
0.011126283315632429,frozenset({'22366'})
0.02781570828908107,frozenset({'22367'})
0.019825013907854145,frozenset({'22371'})
0.011278005360845597,frozenset({'22374'})
0.010468821119708694,frozenset({'22377'})
0.014818186415819551,frozenset({'22378'})
0.03782936327315026,frozenset({'22379'})
0.0144135942952511,frozenset({'22380'})
0.023719213068325494,frozenset({'22381'})
0.05851413543721236,frozenset({'22382'})
0.06493703535123653,frozenset({'22383'})
0.05512567642745157,frozenset({'22384'})
0.03469377433874475,frozenset({'22385'})
0.061599150356546804,frozenset({'22386'})
0.01254235573762201,frozenset({'22398'})
0.05942446770849138,frozenset({'22411'})
0.020836494209275275,frozenset({'22413'})
0.026298487836949377,frozenset({'22417'})
0.016082536792595963,frozenset({'22418'})
0.013756132099327365,frozenset({'22419'})
0.010772265210135032,frozenset({'22421'})
0.01036767308956658,frozenset({'22422'})
0.10054114196126031,frozenset({'22423'})
0.022960602842259648,frozenset({'22424'})
0.01051939513477975,frozenset({'22426'})
0.025590451625954583,frozenset({'22427'})
0.019015829666717242,frozenset({'22429'})
0.01689172103373287,frozenset({'22431'})
0.014009002174682648,frozenset({'22432'})
0.011480301421129824,frozenset({'22433'})
0.013452688008901027,frozenset({'22435'})
0.011429727406058767,frozenset({'22437'})
0.011075709300561372,frozenset({'22441'})
0.02407323117382289,frozenset({'22456'})
0.06316694482374956,frozenset({'22457'})
0.010671117179992919,frozenset({'22460'})
0.01775147928994083,frozenset({'22464'})
0.010013654984069186,frozenset({'22465'})
0.010569969149850807,frozenset({'22466'})
0.03444090426338947,frozenset({'22467'})
0.060739392100338845,frozenset({'22469'})
0.046780963940727255,frozenset({'22470'})
0.01051939513477975,frozenset({'22485'})
0.021696252465483234,frozenset({'22487'})
0.020988216254488445,frozenset({'22488'})
0.022404288676478024,frozenset({'22489'})
0.011075709300561372,frozenset({'22491'})
0.019218125727001465,frozenset({'22492'})
0.011126283315632429,frozenset({'22493'})
0.01239063369240884,frozenset({'22494'})
0.02058362413391999,frozenset({'22499'})
0.022505436706620138,frozenset({'22501'})
0.023415768977899154,frozenset({'22502'})
0.01572851868709857,frozenset({'22505'})
0.02321347291761493,frozenset({'22507'})
0.014969908461032721,frozenset({'22508'})
0.011783745511556162,frozenset({'22530'})
0.010114803014211297,frozenset({'22531'})
0.013199817933545745,frozenset({'22534'})
0.010569969149850807,frozenset({'22548'})
0.018004349365296112,frozenset({'22549'})
0.010974561270419259,frozenset({'22550'})
0.03403631214282102,frozenset({'22551'})
0.028321448439791636,frozenset({'22553'})
0.03560410661002377,frozenset({'22554'})
0.026045617761594093,frozenset({'22555'})
0.028877762605573256,frozenset({'22556'})
0.028624892530217973,frozenset({'22557'})
0.03904313963485561,frozenset({'22558'})
0.019673291862640975,frozenset({'22560'})
0.02189854852576746,frozenset({'22561'})
0.010671117179992919,frozenset({'22562'})
0.014211298234966875,frozenset({'22563'})
0.01122743134577454,frozenset({'22567'})
0.02376978708339655,frozenset({'22568'})
0.01759975724472766,frozenset({'22569'})
0.019521569817427805,frozenset({'22570'})
0.012845799828048348,frozenset({'22571'})
0.011176857330703484,frozenset({'22573'})
0.01122743134577454,frozenset({'22574'})
0.027208820108228393,frozenset({'22577'})
0.025893895716380923,frozenset({'22578'})
0.017094017094017096,frozenset({'22579'})
0.012441207707479897,frozenset({'22580'})
0.019976735953067315,frozenset({'22585'})
0.010013654984069186,frozenset({'22593'})
0.02361806503818338,frozenset({'22595'})
0.0132503919486168,frozenset({'22596'})
0.010114803014211297,frozenset({'22601'})
0.013806706114398421,frozenset({'22602'})
0.015121630506245891,frozenset({'22605'})
0.018105497395438225,frozenset({'22607'})
0.010923987255348202,frozenset({'22610'})
0.011075709300561372,frozenset({'22614'})
0.025893895716380923,frozenset({'22616'})
0.02346634299297021,frozenset({'22617'})
0.022404288676478024,frozenset({'22619'})
0.024427249279320284,frozenset({'22620'})
0.030799575178273402,frozenset({'22621'})
0.013503262023972083,frozenset({'22622'})
0.011884893541698275,frozenset({'22623'})
0.035958124715521164,frozenset({'22624'})
0.027613412228796843,frozenset({'22625'})
0.010064228999140242,frozenset({'22626'})
0.01805492338036717,frozenset({'22627'})
0.04551661356395084,frozenset({'22629'})
0.042987912810398016,frozenset({'22630'})
0.02002730996813837,frozenset({'22631'})
0.019825013907854145,frozenset({'22632'})
0.02422495321903606,frozenset({'22633'})
0.01122743134577454,frozenset({'22634'})
0.010013654984069186,frozenset({'22636'})
0.016638850958377586,frozenset({'22637'})
0.013958428159611591,frozenset({'22644'})
0.01775147928994083,frozenset({'22645'})
0.01972386587771203,frozenset({'22646'})
0.010114803014211297,frozenset({'22649'})
0.02361806503818338,frozenset({'22652'})
0.012643503767764123,frozenset({'22653'})
0.01658827694330653,frozenset({'22654'})
0.03575582865523694,frozenset({'22659'})
0.020988216254488445,frozenset({'22661'})
0.034491478278460524,frozenset({'22662'})
0.02275830678197542,frozenset({'22663'})
0.018004349365296112,frozenset({'22665'})
0.05618773074394376,frozenset({'22666'})
0.02346634299297021,frozenset({'22667'})
0.01744803519951449,frozenset({'22668'})
0.011834319526627219,frozenset({'22669'})
0.015222778536388005,frozenset({'22670'})
0.011075709300561372,frozenset({'22672'})
0.010064228999140242,frozenset({'22676'})
0.0144135942952511,frozenset({'22690'})
0.022404288676478024,frozenset({'22692'})
0.01542507459667223,frozenset({'22693'})
0.020482476103777878,frozenset({'22694'})
0.05123147726698023,frozenset({'22697'})
0.03868912152935822,frozenset({'22698'})
0.053861326050675166,frozenset({'22699'})
0.015779092702169626,frozenset({'22712'})
0.010974561270419259,frozenset({'22713'})
0.01137915339098771,frozenset({'22714'})
0.01456531634046427,frozenset({'22716'})
0.07004501087341324,frozenset({'22720'})
0.015020482476103778,frozenset({'22721'})
0.042178728569261116,frozenset({'22722'})
0.014919334445961665,frozenset({'22723'})
0.021645678450412178,frozenset({'22725'})
0.04956253476963536,frozenset({'22726'})
0.05315328983968037,frozenset({'22727'})
0.03959945380063723,frozenset({'22728'})
0.022505436706620138,frozenset({'22729'})
0.0288271885905022,frozenset({'22730'})
0.021342234359985838,frozenset({'22734'})
0.011278005360845597,frozenset({'22736'})
0.013098669903403632,frozenset({'22737'})
0.013907854144540535,frozenset({'22738'})
0.016082536792595963,frozenset({'22739'})
0.011783745511556162,frozenset({'22741'})
0.010418247104637637,frozenset({'22743'})
0.021392808375056895,frozenset({'22745'})
0.01658827694330653,frozenset({'22746'})
0.011480301421129824,frozenset({'22747'})
0.02205027057098063,frozenset({'22748'})
0.022707732766904364,frozenset({'22749'})
0.02088706822434633,frozenset({'22750'})
0.014666464370606383,frozenset({'22751'})
0.019218125727001465,frozenset({'22752'})
0.010974561270419259,frozenset({'22753'})
0.013452688008901027,frozenset({'22754'})
0.01269407778283518,frozenset({'22755'})
0.021342234359985838,frozenset({'22759'})
0.02548930359581247,frozenset({'22766'})
0.011025135285490316,frozenset({'22767'})
0.013149243918474688,frozenset({'22768'})
0.02230314064633591,frozenset({'22771'})
0.012845799828048348,frozenset({'22772'})
0.011986041571840389,frozenset({'22775'})
0.02710767207808628,frozenset({'22776'})
0.011733171496485105,frozenset({'22781'})
0.015121630506245891,frozenset({'22784'})
0.01744803519951449,frozenset({'22791'})
0.010418247104637637,frozenset({'22792'})
0.01861123754614879,frozenset({'22795'})
0.011733171496485105,frozenset({'22796'})
0.013503262023972083,frozenset({'22798'})
0.010266525059424467,frozenset({'22800'})
0.011126283315632429,frozenset({'22801'})
0.023972083143680777,frozenset({'22804'})
0.010317099074495524,frozenset({'22809'})
0.011025135285490316,frozenset({'22813'})
0.011884893541698275,frozenset({'22814'})
0.01355383603904314,frozenset({'22815'})
0.013452688008901027,frozenset({'22816'})
0.014666464370606383,frozenset({'22817'})
0.012340059677337784,frozenset({'22818'})
0.013654984069185253,frozenset({'22819'})
0.01861123754614879,frozenset({'22834'})
0.03322712790168411,frozenset({'22835'})
0.010165377029282354,frozenset({'22839'})
0.01370555808425631,frozenset({'22840'})
0.010772265210135032,frozenset({'22841'})
0.0210387902695595,frozenset({'22844'})
0.015981388762453853,frozenset({'22845'})
0.014059576189753705,frozenset({'22846'})
0.019015829666717242,frozenset({'22847'})
0.017700905274869772,frozenset({'22851'})
0.011986041571840389,frozenset({'22855'})
0.033075405856470945,frozenset({'22865'})
0.027714560258938956,frozenset({'22866'})
0.028018004349365296,frozenset({'22867'})
0.010064228999140242,frozenset({'22892'})
0.014363020280180043,frozenset({'22895'})
0.01456531634046427,frozenset({'22896'})
0.010671117179992919,frozenset({'22897'})
0.01845951550093562,frozenset({'22898'})
0.015829666717240683,frozenset({'22899'})
0.02695595003287311,frozenset({'22900'})
0.01370555808425631,frozenset({'22904'})
0.01269407778283518,frozenset({'22906'})
0.03388459009760785,frozenset({'22907'})
0.018965255651646185,frozenset({'22908'})
0.03085014919334446,frozenset({'22909'})
0.04147069235826632,frozenset({'22910'})
0.011986041571840389,frozenset({'22916'})
0.012137763617053559,frozenset({'22917'})
0.012036615586911445,frozenset({'22918'})
0.012137763617053559,frozenset({'22919'})
0.01223891164719567,frozenset({'22920'})
0.010569969149850807,frozenset({'22921'})
0.016234258837809133,frozenset({'22940'})
0.01572851868709857,frozenset({'22941'})
0.010569969149850807,frozenset({'22943'})
0.022100844586051688,frozenset({'22951'})
0.031305315328983965,frozenset({'22952'})
0.010013654984069186,frozenset({'22956'})
0.010822839225206089,frozenset({'22957'})
0.057249785060435945,frozenset({'22960'})
0.058767005512567645,frozenset({'22961'})
0.01729631315430132,frozenset({'22962'})
0.015526222626814343,frozenset({'22963'})
0.019116977696859355,frozenset({'22964'})
0.011935467556769332,frozenset({'22965'})
0.03388459009760785,frozenset({'22966'})
0.03267081373590249,frozenset({'22969'})
0.01603196277752491,frozenset({'22970'})
0.013756132099327365,frozenset({'22971'})
0.011581449451271937,frozenset({'22972'})
0.010317099074495524,frozenset({'22974'})
0.012036615586911445,frozenset({'22978'})
0.01926869974207252,frozenset({'22979'})
0.01471703838567744,frozenset({'22980'})
0.010721691195063976,frozenset({'22982'})
0.022404288676478024,frozenset({'22983'})
0.021139938299701615,frozenset({'22988'})
0.018813533606433015,frozenset({'22989'})
0.013857280129469478,frozenset({'22991'})
0.01759975724472766,frozenset({'22992'})
0.05426591817124361,frozenset({'22993'})
0.011025135285490316,frozenset({'22994'})
0.013452688008901027,frozenset({'22995'})
0.020634198148991048,frozenset({'22996'})
0.01122743134577454,frozenset({'22997'})
0.027006524047944167,frozenset({'22998'})
0.01122743134577454,frozenset({'22999'})
0.014059576189753705,frozenset({'23000'})
0.011176857330703484,frozenset({'23004'})
0.012188337632124614,frozenset({'23005'})
0.012441207707479897,frozenset({'23012'})
0.011278005360845597,frozenset({'23013'})
0.010569969149850807,frozenset({'23014'})
0.010064228999140242,frozenset({'23032'})
0.01036767308956658,frozenset({'23050'})
0.014059576189753705,frozenset({'23052'})
0.014009002174682648,frozenset({'23076'})
0.017397461184443432,frozenset({'23077'})
0.012997521873261518,frozenset({'23078'})
0.012997521873261518,frozenset({'23080'})
0.015020482476103778,frozenset({'23082'})
0.012441207707479897,frozenset({'23083'})
0.050270570980630154,frozenset({'23084'})
0.01137915339098771,frozenset({'23089'})
0.010569969149850807,frozenset({'23091'})
0.012997521873261518,frozenset({'23100'})
0.010772265210135032,frozenset({'23101'})
0.01845951550093562,frozenset({'23103'})
0.018813533606433015,frozenset({'23108'})
0.01355383603904314,frozenset({'23109'})
0.012896373843119405,frozenset({'23110'})
0.012188337632124614,frozenset({'23112'})
0.013048095888332575,frozenset({'23118'})
0.01471703838567744,frozenset({'23126'})
0.013857280129469478,frozenset({'23144'})
0.011480301421129824,frozenset({'23146'})
0.013199817933545745,frozenset({'23147'})
0.012491781722550954,frozenset({'23148'})
0.011884893541698275,frozenset({'23154'})
0.01036767308956658,frozenset({'23156'})
0.012896373843119405,frozenset({'23158'})
0.011278005360845597,frozenset({'23159'})
0.010569969149850807,frozenset({'23163'})
0.014160724219895818,frozenset({'23165'})
0.012491781722550954,frozenset({'23166'})
0.011682597481414049,frozenset({'23167'})
0.01704344307894604,frozenset({'23168'})
0.01588024073231174,frozenset({'23169'})
0.022505436706620138,frozenset({'23170'})
0.01926869974207252,frozenset({'23171'})
0.01542507459667223,frozenset({'23172'})
0.0210387902695595,frozenset({'23173'})
0.01628483285288019,frozenset({'23174'})
0.016638850958377586,frozenset({'23175'})
0.011429727406058767,frozenset({'23176'})
0.013503262023972083,frozenset({'23177'})
0.02189854852576746,frozenset({'23182'})
0.013351539978758913,frozenset({'23184'})
0.016841147018661812,frozenset({'23188'})
0.01021595104435341,frozenset({'23190'})
0.014211298234966875,frozenset({'23191'})
0.01744803519951449,frozenset({'23192'})
0.010822839225206089,frozenset({'23194'})
0.015071056491174835,frozenset({'23196'})
0.012592929752693067,frozenset({'23197'})
0.024022657158751834,frozenset({'23198'})
0.04946138673949325,frozenset({'23199'})
0.030091538967278612,frozenset({'23200'})
0.04582005765437718,frozenset({'23201'})
0.044454559247458655,frozenset({'23202'})
0.06225661255247054,frozenset({'23203'})
0.029484650786425936,frozenset({'23204'})
0.02361806503818338,frozenset({'23205'})
0.05239467961361453,frozenset({'23206'})
0.037424771152581804,frozenset({'23207'})
0.03378344206746574,frozenset({'23208'})
0.055530268548020026,frozenset({'23209'})
0.010620543164921864,frozenset({'23215'})
0.012946947858190462,frozenset({'23229'})
0.011884893541698275,frozenset({'23230'})
0.013149243918474688,frozenset({'23231'})
0.012036615586911445,frozenset({'23232'})
0.014009002174682648,frozenset({'23234'})
0.016537702928235472,frozenset({'23236'})
0.013857280129469478,frozenset({'23238'})
0.02710767207808628,frozenset({'23240'})
0.018358367470793505,frozenset({'23241'})
0.010822839225206089,frozenset({'23242'})
0.02376978708339655,frozenset({'23243'})
0.044151115157032315,frozenset({'23245'})
0.015627370656956456,frozenset({'23247'})
0.015121630506245891,frozenset({'23254'})
0.01861123754614879,frozenset({'23256'})
0.022505436706620138,frozenset({'23263'})
0.015121630506245891,frozenset({'23264'})
0.014818186415819551,frozenset({'23265'})
0.01613311080766702,frozenset({'23266'})
0.01643655489809336,frozenset({'23275'})
0.011783745511556162,frozenset({'23283'})
0.036817882971729124,frozenset({'23284'})
0.01122743134577454,frozenset({'23286'})
0.010013654984069186,frozenset({'23287'})
0.010822839225206089,frozenset({'23290'})
0.01122743134577454,frozenset({'23292'})
0.027916856319223183,frozenset({'23293'})
0.017903201335154,frozenset({'23294'})
0.02245486269154908,frozenset({'23295'})
0.019116977696859355,frozenset({'23296'})
0.05795782127143074,frozenset({'23298'})
0.038335103423860824,frozenset({'23300'})
0.046174075759874575,frozenset({'23301'})
0.011632023466342994,frozenset({'23302'})
0.014009002174682648,frozenset({'23306'})
0.03181105547969453,frozenset({'23307'})
0.01931927375714358,frozenset({'23308'})
0.02058362413391999,frozenset({'23309'})
0.01239063369240884,frozenset({'23310'})
0.017397461184443432,frozenset({'23311'})
0.010822839225206089,frozenset({'23312'})
0.02028018004349365,frozenset({'23313'})
0.019015829666717242,frozenset({'23318'})
0.020381328073635765,frozenset({'23319'})
0.016841147018661812,frozenset({'23320'})
0.03181105547969453,frozenset({'23321'})
0.02842259646993375,frozenset({'23322'})
0.014868760430890608,frozenset({'23323'})
0.020482476103777878,frozenset({'23328'})
0.011783745511556162,frozenset({'23329'})
0.010923987255348202,frozenset({'23330'})
0.014514742325393213,frozenset({'23332'})
0.011783745511556162,frozenset({'23333'})
0.02407323117382289,frozenset({'23343'})
0.03621099479087645,frozenset({'23344'})
0.01704344307894604,frozenset({'23349'})
0.01542507459667223,frozenset({'23350'})
0.017903201335154,frozenset({'23351'})
0.010721691195063976,frozenset({'23352'})
